ID,cluster_kmeans_features,cluster_hierarchical,cluster_kmeans_ts,cluster_dbscan
168459,1,1,0,0
168474,2,0,1,0
168488,2,0,1,0
168493,2,0,0,0
168502,2,0,1,0
168603,2,0,1,0
168611,2,0,0,0
168618,2,0,1,0
168648,2,0,0,0
168654,2,0,0,0
168691,2,0,0,0
168724,2,0,0,0
168766,2,0,1,0
168802,2,0,1,0
168813,1,1,0,0
168817,2,0,0,0
168827,2,0,1,0
168845,2,0,1,0
168846,2,1,1,0
168860,2,0,0,0
168925,2,0,1,0
168945,2,0,0,0
168978,2,0,1,0
168987,2,0,1,0
169004,2,0,1,0
169012,0,2,1,1
169029,2,0,1,0
169032,1,0,0,0
169043,2,0,1,0
169079,1,1,0,0
169083,2,1,1,0
169109,1,0,1,0
169114,2,0,0,0
169172,1,1,1,0
169176,1,1,0,0
169187,2,0,0,0
169232,0,0,1,0
169292,2,0,1,0
169297,2,0,1,0
169332,2,0,1,0
169354,1,1,0,0
169355,2,0,0,0
169356,2,0,1,0
169359,1,1,0,0
169365,2,0,0,0
169381,2,0,1,0
169416,2,0,1,0
169426,2,0,1,0
169441,1,1,0,0
169462,2,0,0,0
169469,2,0,1,0
169479,1,1,0,0
169557,1,0,0,0
169584,2,0,1,0
169603,2,0,1,0
169625,1,1,0,0
169637,2,0,1,0
169664,1,1,0,0
169685,2,0,1,0
169701,1,1,0,-1
169712,2,0,1,0
169737,2,0,1,0
169749,2,0,1,0
169763,2,0,0,0
169779,2,0,1,0
169783,2,0,1,0
169791,2,0,1,0
169809,2,0,0,0
169834,1,1,0,0
169851,1,1,0,0
169854,2,0,0,0
169883,0,0,1,0
169897,2,0,0,0
169939,2,0,1,0
169944,2,0,0,0
169945,2,0,1,0
169967,2,0,1,0
169988,2,0,0,0
169989,2,0,1,0
169993,2,0,0,0
169996,2,0,0,0
170049,2,0,0,0
170065,2,0,0,0
170068,2,0,0,0
170080,2,0,1,0
170085,2,0,1,0
170092,2,0,1,0
170114,2,0,1,0
170120,2,1,0,0
170156,1,1,1,0
170186,2,0,1,0
170187,2,0,1,0
170215,2,0,0,0
170217,2,0,1,0
170221,2,0,1,0
170226,2,0,1,0
170239,2,0,0,0
170281,2,0,1,0
170307,0,0,1,0
170312,2,0,1,0
170323,2,1,1,0
170327,2,0,1,0
170329,2,0,1,0
170335,2,0,1,0
170337,2,0,0,0
170348,2,0,1,0
170354,2,1,0,0
170397,1,1,0,0
170435,1,1,1,0
170436,2,0,1,0
170440,1,1,0,0
170457,2,0,1,0
170474,2,0,1,0
170491,2,0,1,0
170516,2,1,0,0
170536,2,0,1,0
170537,0,0,1,0
170559,2,0,0,0
170565,2,0,1,0
170584,2,1,0,0
170606,2,0,1,0
170620,2,0,1,0
170637,2,0,1,0
170675,2,0,1,0
170714,2,0,1,0
170736,2,0,1,0
170746,2,0,0,0
170753,1,1,0,0
170767,0,0,1,0
170793,2,0,1,0
170796,1,1,0,0
170810,2,0,1,0
170814,1,1,0,0
170816,2,0,1,0
170853,2,0,1,0
170875,2,1,1,0
170892,2,0,0,0
170914,2,0,1,0
170961,1,1,0,0
170963,2,0,0,0
170991,2,0,0,0
171083,2,0,1,0
171182,2,0,1,0
171197,2,1,0,0
171219,2,0,1,0
171223,2,0,0,0
171235,1,1,0,0
171247,2,0,1,0
171249,2,0,1,0
171260,2,0,0,0
171272,2,0,1,0
171283,2,0,1,0
171290,2,0,0,0
171301,2,0,0,0
171311,2,0,1,0
171315,2,0,0,0
171323,2,0,1,0
171352,1,1,0,0
171393,1,1,0,0
171484,2,0,1,0
171485,2,0,1,0
171499,2,0,1,0
171503,1,1,0,0
171595,2,0,0,0
171596,1,1,1,0
171670,2,0,1,0
171671,1,1,0,0
171729,2,0,1,0
171768,1,1,0,0
171785,2,0,1,0
171875,2,0,1,0
171910,2,0,1,0
171912,2,0,1,0
171929,2,0,1,0
171930,2,0,0,0
171954,2,0,1,0
171971,2,0,0,0
171995,2,0,1,0
172038,2,0,1,0
172062,2,0,0,0
172078,1,1,0,0
172144,2,0,0,0
172162,2,0,1,0
172183,1,1,1,0
172224,2,0,1,0
172232,2,0,0,0
172240,2,0,0,0
172286,2,0,1,0
172290,2,1,0,0
172293,2,0,0,0
172299,1,1,0,0
172342,2,0,1,0
172353,2,0,1,0
172357,2,0,0,0
172381,2,0,0,0
172458,2,0,0,0
172464,2,0,0,0
172481,2,0,1,0
172485,2,1,1,0
172506,2,0,1,0
172510,1,1,0,0
172524,2,0,1,0
172526,2,0,1,0
172528,2,1,1,0
172533,2,0,1,0
172543,2,0,1,0
172588,1,1,0,0
172602,0,2,1,1
172663,2,0,0,0
172696,1,1,1,0
172714,2,0,1,0
172734,2,0,1,0
172737,2,1,1,0
172750,2,0,1,0
172753,2,1,1,0
172759,2,0,0,0
172782,1,1,0,0
172784,2,0,0,0
172785,2,0,1,0
172808,0,2,1,0
172840,2,0,1,0
172846,2,1,1,0
172871,2,0,0,0
172910,2,0,1,0
172911,2,0,0,0
172913,2,1,0,0
172914,1,1,0,0
172966,2,0,1,0
172992,2,0,1,0
173008,2,0,0,0
173045,2,0,0,0
173055,2,0,0,0
173060,1,1,0,0
173071,2,0,1,0
173079,2,0,1,0
173087,2,0,1,0
173090,2,1,0,0
173125,1,1,0,0
173153,2,0,0,0
173161,2,0,1,0
173168,2,0,1,0
173180,2,0,1,0
173201,2,0,0,0
173209,2,0,1,0
173214,2,0,1,0
173222,1,1,0,0
173234,2,0,0,0
173255,2,0,0,0
173289,2,0,1,0
173323,2,0,0,0
173360,2,0,0,0
173367,2,1,0,0
173372,2,0,1,0
173380,2,0,0,0
173415,2,0,0,0
173434,2,0,0,0
173441,2,0,1,0
173444,1,0,1,0
173446,2,0,0,0
173452,2,0,1,0
173483,2,0,1,0
173485,2,0,1,0
173508,2,0,1,0
173535,2,0,1,0
173560,2,0,0,0
173563,2,0,1,0
173611,2,0,1,0
173632,2,0,0,0
173637,1,1,0,0
173650,2,0,1,0
173674,2,0,1,0
173681,1,1,0,0
173715,2,0,1,0
173728,2,0,1,0
173742,2,0,0,0
173772,2,0,0,0
173811,2,0,0,0
173817,2,0,1,0
173818,2,0,1,0
173848,0,0,1,0
173857,2,0,1,0
173909,2,0,1,0
173913,2,1,0,0
173921,2,0,1,0
173958,2,0,1,0
173962,1,1,0,0
173974,1,0,1,0
173978,2,0,1,0
173983,2,0,1,0
174000,2,0,1,0
174010,2,1,0,0
174042,2,0,0,0
174056,1,1,0,0
174113,2,0,1,0
174142,2,0,1,0
174148,2,0,1,0
174170,2,1,0,0
174202,2,0,0,0
174210,2,0,1,0
174215,2,0,1,0
174217,1,1,0,0
174253,2,0,1,0
174265,2,0,0,0
174282,2,0,1,0
174292,2,0,1,0
174301,1,0,0,0
174314,2,0,0,0
174335,2,0,0,0
174349,2,0,1,0
174376,1,1,1,0
174396,1,1,1,0
174403,2,0,1,0
174531,2,1,0,0
174560,0,2,1,0
174562,2,0,1,0
174567,2,0,1,0
174569,2,0,1,0
174586,2,0,1,0
174641,2,0,0,0
174654,1,1,0,0
174712,1,1,0,0
174731,2,1,1,0
174750,2,0,1,0
174791,1,1,0,0
174793,1,1,0,0
174811,2,0,1,0
174847,2,1,0,0
174859,2,0,1,0
174864,0,0,1,0
174881,2,0,1,0
174913,2,0,1,0
174942,2,0,0,0
174945,2,1,0,0
174948,2,0,1,0
174957,1,1,0,0
175044,2,0,1,0
175045,2,0,0,0
175080,2,0,1,0
175092,2,0,0,0
175094,2,0,1,0
175095,2,0,0,0
175118,2,0,1,0
175160,2,0,1,0
175178,2,0,0,0
175222,2,0,1,0
175231,2,0,1,0
175239,2,0,1,0
175258,2,0,0,0
175262,2,1,1,0
175285,2,0,1,0
175295,2,0,1,0
175318,1,1,0,0
175347,2,0,0,0
175365,2,0,1,0
175386,2,0,1,0
175416,2,0,1,0
175438,2,0,1,0
175486,1,1,0,0
175508,1,1,0,0
175529,2,0,1,0
175567,2,0,0,0
175587,0,2,1,-1
175591,2,1,1,0
175673,2,0,1,0
175693,2,0,1,0
175700,2,0,1,0
175713,2,0,1,0
175729,2,0,0,0
175731,2,0,0,0
175737,2,1,0,0
175740,1,1,1,0
175751,2,0,1,0
175785,0,0,1,0
175788,2,0,0,0
175796,2,0,1,0
175808,1,1,1,0
175814,2,0,1,0
175823,2,0,0,0
175854,2,0,0,0
175917,2,0,0,0
175930,2,0,1,0
176024,2,0,0,0
176056,2,0,1,0
176067,2,0,1,0
176106,1,1,0,0
176143,2,0,1,0
176144,2,1,1,0
176147,2,0,0,0
176160,2,0,1,0
176172,2,0,1,0
176207,1,1,0,0
176213,2,0,1,0
176219,2,0,1,0
176239,2,0,0,0
176247,2,0,1,0
176248,2,1,0,0
176289,2,0,1,0
176308,2,0,1,0
176323,2,0,1,0
176326,2,1,1,0
176337,2,0,1,0
176339,2,0,0,0
176353,1,1,0,0
176358,1,1,0,0
176378,2,0,1,0
176409,2,0,1,0
176411,2,0,1,0
176418,2,0,0,0
176450,1,1,0,0
176458,2,0,1,0
176493,2,0,1,0
176522,2,0,1,0
176572,2,1,1,0
176604,2,0,1,0
176620,2,0,1,0
176644,1,1,1,0
176668,1,1,0,0
176685,2,0,1,0
176697,2,0,1,0
176712,2,1,1,0
176730,2,1,1,0
176763,2,0,1,0
176794,2,1,0,0
176817,2,0,0,0
176825,2,0,1,0
176850,2,1,0,0
176851,2,0,1,0
176889,1,1,0,0
176892,1,1,0,0
176908,1,1,0,0
176929,2,0,0,0
176945,1,1,0,0
176968,2,0,1,0
176972,2,0,0,0
176977,2,0,0,0
176994,2,1,0,0
177011,2,0,1,0
177018,2,0,1,0
177043,2,0,0,0
177051,2,0,1,0
177059,2,0,0,0
177078,2,0,1,0
177081,1,1,0,0
177092,2,0,1,0
177096,2,0,0,0
177099,2,0,1,0
177103,2,0,0,0
177127,2,1,1,0
177155,2,1,0,0
177177,1,1,0,0
177179,2,0,1,0
177199,2,0,1,0
177208,2,0,0,0
177232,2,0,0,0
177236,2,1,1,0
177249,2,0,0,0
177256,2,0,1,0
177312,2,0,0,0
177336,2,0,1,0
177355,2,0,0,0
177395,1,1,1,0
177407,2,0,1,0
177418,2,0,1,0
177420,2,0,0,0
177429,1,1,0,0
177443,2,0,1,0
177473,2,0,1,0
177480,1,1,0,0
177493,2,1,1,0
177494,1,1,0,0
177508,1,1,0,0
177525,2,0,1,0
177547,2,0,0,0
177570,2,0,1,0
177579,1,1,1,0
177580,2,0,0,0
177592,2,0,0,0
177606,2,1,1,0
177634,2,0,0,0
177642,2,1,1,0
177689,2,0,1,0
177702,1,1,0,0
177718,2,0,0,0
177724,2,0,0,0
177759,2,1,0,0
177791,2,0,0,0
177801,2,0,0,0
177830,2,0,1,0
177832,2,0,1,0
177857,2,0,1,0
177876,2,0,1,0
177885,1,1,1,-1
177924,1,1,1,0
177945,1,1,1,0
177959,2,0,1,0
178017,2,0,0,0
178025,2,0,1,0
178035,2,0,1,0
178118,0,2,1,0
178128,2,0,1,0
178137,2,0,1,0
178165,2,0,0,0
178169,2,0,1,0
178219,2,0,0,0
178226,2,0,1,0
178235,2,0,0,0
178241,2,0,1,0
178250,2,0,1,0
178264,1,1,0,0
178295,2,0,1,0
178313,2,0,1,0
178315,1,1,0,0
178324,1,1,1,0
178332,2,0,1,0
178396,2,1,1,0
178432,2,0,1,0
178453,2,0,1,0
178467,2,0,1,0
178493,2,0,1,0
178503,2,0,0,0
178511,0,0,1,0
178524,2,0,1,0
178540,1,1,0,0
178585,2,0,1,0
178590,2,0,0,0
178593,2,0,0,0
178608,2,0,0,0
178625,1,1,0,0
178650,2,0,0,0
178655,2,0,1,0
178676,2,0,1,0
178704,2,1,1,0
178733,2,0,1,0
178771,2,1,1,0
178787,1,1,0,0
178861,2,0,1,0
178863,2,0,0,0
178879,2,0,1,0
178880,2,0,1,0
178905,2,0,0,0
178923,2,0,1,0
178934,1,1,1,0
178943,1,1,1,0
178945,2,0,1,0
178964,2,0,1,0
178972,2,0,1,0
178993,2,0,0,0
179010,2,0,0,0
179037,2,1,1,0
179055,2,0,1,0
179081,2,0,0,0
179097,1,1,0,0
179099,2,0,1,0
179139,2,0,0,0
179180,2,0,0,0
179199,2,0,0,0
179219,2,0,1,0
179226,0,1,0,0
179229,2,0,1,0
179242,2,0,1,0
179252,2,0,1,0
179331,2,0,1,0
179339,2,0,1,0
179340,1,1,0,0
179402,1,1,0,0
179461,0,0,1,0
179465,2,1,0,0
179479,2,0,1,0
179493,2,0,0,0
179508,2,0,0,0
179512,2,0,1,0
179526,2,0,0,0
179528,2,0,1,0
179536,2,0,1,0
179550,2,0,1,0
179577,2,0,1,0
179588,2,0,0,0
179613,2,0,1,0
179649,2,0,1,0
179668,2,0,1,0
179671,2,0,1,0
179677,2,0,1,0
179685,2,0,1,0
179712,2,0,1,0
179731,1,1,0,0
179733,2,1,1,0
179753,2,0,1,0
179799,2,1,1,0
179807,2,0,1,0
179813,1,1,0,0
179815,2,0,0,0
179852,2,0,1,0
179853,2,0,1,0
179882,2,0,1,0
179901,2,0,1,0
179924,2,0,0,0
179929,2,0,1,0
179951,2,0,1,0
179960,2,0,1,0
179979,1,1,0,0
180025,1,0,1,0
180026,1,0,0,0
180029,2,1,0,0
180048,1,1,0,0
180060,2,0,1,0
180092,2,1,1,0
180097,1,1,0,0
180103,1,1,0,0
180112,2,0,1,0
180148,2,0,1,0
180172,1,1,0,0
180175,2,0,1,0
180201,2,0,1,0
180226,2,0,0,0
180245,2,0,1,0
180272,2,0,1,0
180306,1,1,0,0
180310,2,0,1,0
180332,2,0,1,0
180358,2,0,1,0
180364,2,0,1,0
180438,2,0,1,0
180451,2,0,1,0
180503,2,1,0,0
180514,2,0,1,0
180522,0,0,0,0
180523,2,0,0,0
180551,2,1,1,0
180596,2,0,1,0
180606,2,1,1,0
180628,2,0,1,0
180629,0,0,1,0
180658,2,0,1,0
180675,2,0,1,0
180708,2,0,1,0
180713,1,1,0,0
180725,2,0,0,0
180740,2,0,1,0
180760,2,0,1,0
180783,2,0,0,0
180785,2,0,1,0
180812,2,1,1,0
180853,2,0,0,0
180855,2,0,1,0
180868,2,0,1,0
180869,2,0,0,0
180872,1,1,0,0
180887,2,0,1,0
180900,2,0,0,0
180921,2,0,1,0
180926,2,0,1,0
180939,2,0,0,0
180961,2,0,1,0
180972,2,0,0,0
181004,2,0,0,0
181023,1,1,0,0
181024,1,1,0,-1
181053,2,0,1,0
181065,2,0,1,0
181075,1,1,1,0
181113,2,0,1,0
181125,2,0,1,0
181128,2,0,1,0
181144,2,0,0,0
181155,2,0,0,0
181203,1,1,0,0
181206,2,0,1,0
181216,2,0,0,0
181237,2,0,1,0
181246,2,0,0,0
181258,1,1,1,0
181287,2,0,1,0
181290,2,0,0,0
181304,2,0,1,0
181337,2,0,1,0
181377,2,0,0,0
181388,2,0,1,0
181396,2,0,1,0
181407,2,0,1,0
181409,2,0,1,0
181471,2,0,1,0
181479,0,0,1,0
181507,2,0,0,0
181536,2,0,1,0
181557,1,1,0,0
181562,2,0,1,0
181585,2,0,0,0
181586,2,0,1,0
181590,1,0,0,0
181638,1,1,0,0
181688,2,1,1,0
181703,2,0,1,0
181764,2,0,1,0
181768,2,0,1,0
181770,2,0,0,0
181788,2,0,0,0
181816,1,1,1,0
181819,2,0,1,0
181849,2,0,1,0
181868,1,1,0,0
181871,1,1,1,0
181918,2,0,0,0
181919,2,0,1,0
181931,1,1,0,0
181971,0,0,0,0
181972,1,1,1,0
181980,1,1,0,0
181993,2,0,1,0
182001,1,1,0,0
182007,2,0,0,0
182013,2,0,0,0
182033,2,0,0,0
182041,1,1,0,0
182056,2,0,1,0
182074,2,0,1,0
182100,2,0,1,0
182136,2,1,0,0
182138,2,0,0,0
182143,1,1,0,0
182147,2,0,0,0
182156,2,0,1,0
182158,2,0,1,0
182180,1,1,1,0
182202,2,0,1,0
182206,2,0,1,0
182210,2,0,0,0
182216,1,1,1,0
182235,2,0,1,0
182241,1,1,0,0
182252,1,1,0,0
182269,0,0,1,0
182281,2,0,1,0
182287,2,0,1,0
182305,2,0,1,0
182341,2,1,1,0
182373,1,1,1,0
182392,1,1,0,0
182409,2,0,0,0
182428,2,0,0,0
182429,2,0,0,0
182436,2,0,1,0
182459,1,0,1,0
182468,2,0,1,0
182489,2,0,0,0
182500,2,0,0,0
182591,2,0,1,0
182592,1,1,0,0
182611,2,0,1,0
182612,2,0,1,0
182731,2,0,1,0
182757,2,0,0,0
182762,2,0,0,0
182833,2,0,0,0
182846,2,0,0,0
182850,2,0,0,0
182852,2,0,0,0
182855,2,0,0,0
182857,2,0,1,0
182864,2,1,0,0
182897,1,1,0,0
182901,2,0,1,0
182903,2,0,0,0
182971,0,1,1,-1
182976,2,0,0,0
182978,2,0,1,0
182981,2,0,1,0
183002,1,1,0,0
183009,2,0,1,0
183021,2,0,1,0
183033,2,0,1,0
183124,1,1,0,0
183133,2,1,0,0
183142,2,0,1,0
183143,2,0,1,0
183166,2,0,0,0
183184,2,0,1,0
183186,2,0,1,0
183197,2,0,1,0
183207,2,0,1,0
183248,2,0,1,0
183253,2,0,1,0
183311,2,0,1,0
183337,2,0,0,0
183373,2,1,0,0
183385,2,0,0,0
183390,2,0,1,0
183404,1,0,0,0
183439,2,0,0,0
183453,1,1,0,0
183520,2,0,1,0
183522,2,0,1,0
183528,1,0,0,0
183546,2,0,1,0
183576,2,0,0,0
183583,2,0,1,0
183593,1,1,0,0
183613,1,0,0,0
183691,2,0,1,0
183699,2,0,1,0
183726,2,0,1,0
183736,2,0,1,0
183781,2,0,1,0
183788,1,1,0,0
183795,2,0,1,0
183811,2,0,1,0
183836,2,0,0,0
183924,1,1,0,0
183957,2,1,0,0
183985,2,0,0,0
183996,2,0,1,0
184023,2,0,1,0
184050,2,0,1,0
184074,2,0,0,0
184080,2,0,1,0
184114,2,0,1,0
184120,1,1,0,0
184121,2,1,1,0
184125,2,0,0,0
184168,2,1,1,0
184186,2,0,0,0
184209,2,1,0,0
184216,2,0,1,0
184248,2,1,1,0
184266,2,1,1,0
184269,2,0,0,0
184316,2,0,1,0
184324,2,1,0,0
184331,1,1,0,0
184363,2,0,1,0
184390,1,1,0,0
184449,2,0,1,0
184462,2,0,0,0
184483,2,1,0,0
184523,2,0,1,0
184528,1,1,0,0
184529,2,0,1,0
184532,2,1,0,0
184622,2,0,0,0
184633,0,0,1,0
184638,2,0,0,0
184672,2,0,0,0
184676,2,0,1,0
184694,1,1,0,0
184696,1,1,0,0
184700,2,0,1,0
184734,2,0,0,0
184759,2,0,1,0
184768,2,1,0,0
184770,2,0,1,0
184789,2,1,0,0
184803,1,1,0,0
184811,2,0,0,0
184817,2,0,1,0
184834,2,0,0,0
184835,2,1,1,0
184845,2,0,0,0
184852,2,0,0,0
184864,1,1,0,0
184889,2,0,1,0
184908,2,0,1,0
184912,0,0,1,0
184935,2,1,0,0
184955,2,0,1,0
184974,2,0,0,0
184976,2,0,1,0
184979,2,0,1,0
184982,2,1,0,0
184986,2,0,1,0
185003,2,0,0,0
185006,2,0,0,0
185037,2,0,1,0
185061,2,1,1,0
185067,2,0,0,0
185104,2,0,1,0
185116,2,0,1,0
185127,1,0,0,0
185131,2,1,0,0
185142,2,0,0,0
185163,1,1,0,0
185178,2,0,1,0
185200,2,0,1,0
185207,2,1,1,0
185216,2,0,1,0
185291,1,1,0,0
185302,2,0,0,0
185333,1,1,0,0
185339,1,0,1,0
185343,2,0,1,0
185366,2,0,0,0
185368,0,0,1,0
185384,2,1,1,0
185398,2,0,0,0
185401,2,0,0,0
185416,2,0,0,0
185440,0,2,1,-1
185442,1,1,0,0
185467,1,1,0,0
185472,2,0,1,0
185481,2,0,1,0
185491,2,0,1,0
185502,0,2,1,0
185517,2,0,0,0
185519,2,1,0,0
185531,2,0,1,0
185533,2,0,1,0
185544,2,0,1,0
185548,2,0,0,0
185566,2,0,1,0
185572,2,0,1,0
185580,2,0,1,0
185581,2,0,1,0
185620,2,0,0,0
185623,2,0,1,0
185628,2,0,1,0
185655,2,0,1,0
185664,2,1,1,0
185671,2,0,1,0
185705,2,0,0,0
185711,2,0,1,0
185744,1,1,0,0
185809,2,0,1,0
185817,1,1,0,0
185821,2,0,0,0
185824,2,0,1,0
185825,2,0,0,0
185835,1,1,0,0
185867,2,0,1,0
185868,2,0,0,0
185878,2,0,0,0
185896,2,0,0,0
185932,0,0,1,0
185969,1,1,0,0
185995,2,0,1,0
185999,2,0,1,0
186016,2,0,1,0
186051,2,0,0,0
186066,2,0,1,0
186079,1,1,0,0
186113,1,1,1,0
186143,2,0,0,0
186209,2,0,1,0
186224,2,0,1,0
186231,1,1,0,0
186270,2,0,1,0
186297,2,0,1,0
186319,1,1,1,0
186339,2,0,1,0
186345,2,0,1,0
186354,2,0,1,0
186363,2,1,0,0
186374,2,0,1,0
186404,1,1,0,0
186406,2,1,1,0
186443,2,0,0,0
186471,1,1,0,0
186478,2,0,1,0
186490,0,0,1,0
186505,2,0,1,0
186512,2,0,1,0
186513,2,0,1,0
186517,2,0,1,0
186524,2,0,0,0
186535,1,1,0,0
186551,2,0,1,0
186553,2,0,1,0
186585,2,0,0,0
186621,1,1,0,0
186646,2,0,0,0
186667,2,0,1,0
186680,2,1,0,0
186701,2,0,0,0
186714,2,0,1,0
186715,2,0,0,0
186719,1,1,0,0
186725,2,0,1,0
186737,2,0,1,0
186759,1,1,0,0
186760,2,0,1,0
186805,1,1,0,0
186812,1,1,0,0
186816,2,0,0,0
186843,2,0,0,0
186913,2,0,0,0
186924,1,0,0,0
186960,0,0,1,0
186970,2,0,0,0
186979,2,0,1,0
187000,2,0,1,0
187030,2,0,0,0
187041,2,0,1,0
187057,2,1,1,0
187087,2,0,1,0
187088,2,0,1,0
187090,2,0,1,0
187099,1,1,0,0
187117,2,1,1,0
187122,2,0,0,0
187127,2,0,0,0
187130,2,0,0,0
187149,1,1,0,0
187201,1,1,1,0
187205,2,0,1,0
187216,2,0,1,0
187219,2,0,1,0
187227,2,0,1,0
187240,2,0,1,0
187258,2,0,0,0
187259,2,1,0,0
187287,2,0,1,0
187298,2,0,1,0
187309,2,1,1,0
187321,2,0,1,0
187387,2,0,1,0
187405,2,0,1,0
187409,2,0,1,0
187473,2,0,1,0
187484,2,0,1,0
187515,2,0,1,0
187534,2,0,1,0
187548,2,1,1,0
187549,2,0,1,0
187558,2,0,1,0
187562,2,0,0,0
187599,2,0,0,0
187634,2,0,1,0
187691,2,0,1,0
187695,2,0,1,0
187700,2,0,1,0
187722,2,1,1,0
187766,0,2,1,0
187775,2,0,1,0
187784,0,0,1,0
187795,2,0,1,0
187802,1,1,1,0
187814,2,0,1,0
187815,1,1,0,0
187818,2,0,0,0
187834,2,0,0,0
187869,2,0,1,0
187873,2,0,1,0
187874,2,0,1,0
187910,2,0,1,0
187919,2,0,1,0
187932,2,0,1,0
187940,2,0,0,0
187943,2,0,1,0
187963,2,0,1,0
187967,2,0,0,0
187970,2,0,0,0
187976,2,0,1,0
187982,2,0,1,0
187990,2,0,0,0
188002,2,0,0,0
188007,1,1,0,0
188026,2,0,1,0
188028,2,0,0,0
188029,2,0,1,0
188037,1,1,0,0
188067,2,0,1,0
188070,2,0,1,0
188086,2,0,1,0
188088,2,0,0,0
188096,2,0,1,0
188117,1,1,0,0
188121,2,0,1,0
188150,2,0,0,0
188153,2,1,1,0
188165,2,0,1,0
188234,2,0,0,0
188242,1,1,0,0
188266,2,0,0,0
188288,2,0,0,0
188311,2,0,1,0
188313,2,0,0,0
188350,2,0,0,0
188352,2,0,1,0
188356,2,0,1,0
188376,2,0,0,0
188395,2,0,0,0
188426,2,0,1,0
188439,2,0,1,0
188458,2,0,1,0
188463,2,0,1,0
188479,1,1,0,0
188484,2,0,1,0
188489,1,1,0,0
188511,2,0,1,0
188536,1,1,0,0
188543,1,1,0,0
188548,2,0,1,0
188549,2,0,1,0
188552,1,1,0,0
188615,2,0,0,0
188674,2,0,1,0
188678,1,1,0,0
188697,2,0,0,0
188701,2,1,0,0
188783,1,1,1,0
188788,2,0,1,0
188815,2,0,1,0
188818,0,0,1,-1
188855,1,1,0,0
188874,2,0,1,0
188890,2,0,1,0
188893,0,0,1,0
188918,2,0,0,0
188924,2,0,1,0
188925,2,1,1,0
188951,1,1,0,0
188961,2,0,1,0
188964,1,0,1,0
189010,2,0,1,0
189069,2,0,0,0
189092,2,0,1,0
189119,2,0,1,0
189134,2,0,0,0
189144,2,0,1,0
189149,1,1,1,0
189178,2,0,0,0
189198,1,1,0,0
189208,2,0,1,0
189225,2,0,1,0
189279,2,0,1,0
189285,2,0,1,0
189308,2,0,1,0
189322,2,0,1,0
189358,2,0,0,0
189360,2,0,1,0
189377,2,0,1,0
189421,2,1,0,0
189423,2,0,0,0
189453,2,0,1,0
189472,2,0,0,0
189485,2,0,1,0
189517,1,1,0,0
189543,2,0,1,0
189566,2,0,1,0
189579,1,1,0,0
189580,2,0,0,0
189589,2,0,1,0
189602,2,0,0,0
189625,2,0,1,0
189668,2,0,1,0
189699,1,1,0,0
189705,2,0,1,0
189708,1,1,1,0
189721,1,1,0,0
189722,2,0,1,0
189724,2,1,0,0
189735,2,0,1,0
189737,1,1,1,0
189745,1,1,0,0
189783,2,0,1,0
189788,2,0,0,0
189795,2,0,1,0
189797,2,0,1,0
189829,2,0,1,0
189850,2,0,1,0
189861,2,0,0,0
189869,2,0,0,0
189887,2,1,1,0
189898,2,1,1,0
189903,1,1,0,0
189909,2,0,0,0
189910,2,0,1,0
189925,2,0,1,0
189976,2,0,0,0
190010,2,0,1,0
190093,2,0,1,0
190152,2,0,1,0
190157,2,0,1,0
190169,2,0,1,0
190200,2,0,1,0
190209,2,0,1,0
190248,2,0,1,0
190325,2,0,1,0
190326,1,1,0,0
190367,2,0,1,0
190389,2,0,1,0
190390,2,0,1,0
190408,2,0,1,0
190441,1,1,0,0
190470,2,0,1,0
190509,2,0,0,0
190510,2,0,1,0
190535,2,0,1,0
190542,2,0,1,0
190566,2,0,1,0
190576,2,1,0,0
190578,2,0,1,0
190595,2,0,1,0
190618,2,0,0,0
190619,2,0,0,0
190633,2,0,1,0
190641,2,0,1,0
190643,2,0,0,0
190659,2,0,1,0
190665,2,0,1,0
190686,2,0,1,0
190697,2,0,1,0
190706,1,1,0,0
190738,2,0,1,0
190740,2,0,0,0
190754,2,0,1,0
190770,1,0,1,0
190773,2,0,1,0
190786,2,0,0,0
190827,2,0,1,0
190846,1,1,0,0
190857,1,1,0,0
190869,2,0,1,0
190909,1,1,1,-1
190920,2,0,0,0
190921,2,0,0,0
190930,2,0,0,0
190941,2,0,0,0
190948,2,0,1,0
190971,2,0,1,0
190974,2,0,1,0
190985,2,0,1,0
191000,1,1,0,0
191024,0,0,1,0
191042,2,0,1,0
191048,2,0,1,0
191071,2,0,1,0
191075,2,1,1,0
191112,2,0,1,0
191122,2,0,1,0
191124,1,1,0,0
191139,2,0,1,0
191165,2,0,1,0
191171,1,0,0,0
191176,2,0,1,0
191180,2,0,1,0
191181,2,0,1,0
191226,2,0,0,0
191234,2,0,1,0
191252,2,0,0,0
191270,2,0,0,0
191308,2,0,1,0
191309,2,0,0,0
191336,2,0,0,0
191355,2,0,1,0
191364,2,0,1,0
191370,2,0,0,0
191391,2,0,1,0
191419,1,1,1,0
191458,2,0,0,0
191492,2,0,0,0
191502,2,0,1,0
191512,1,1,0,0
191515,2,0,1,0
191544,2,1,1,0
191560,2,0,0,0
191561,1,1,1,0
191577,2,1,0,0
191584,2,0,0,0
191586,1,1,0,0
191587,2,0,1,0
191620,1,1,0,0
191626,1,1,1,0
191640,1,1,0,0
191646,2,0,1,0
191653,2,0,0,0
191656,2,0,0,0
191660,2,0,0,0
191694,2,1,0,0
